experiment,site,year,timing,crop,plot,bottle code,Product,Date,Time,InstrumentSerialNumber,Dry matter,Protein Dry basis,ICP As is,ADF Dry basis,NDF Dry basis,Fat Dry basis,Ash Dry basis,Lignin Dry basis,NDFICP Dry basis,Insoluble matter Dry basis,Sugar Dry basis,NDFD48 As is,Calcium Dry basis,Chlorine Dry basis,Potassium Dry basis,Magnesium Dry basis,Phosphorus Dry basis,Sulfur Dry basis,Dry matter M-Distance,Protein Dry basis M-Distance,ICP As is M-Distance,ADF Dry basis M-Distance,NDF Dry basis M-Distance,Fat Dry basis M-Distance,Ash Dry basis M-Distance,Lignin Dry basis M-Distance,NDFICP Dry basis M-Distance,Insoluble matter Dry basis M-Distance,Sugar Dry basis M-Distance,NDFD48 As is M-Distance,Calcium Dry basis M-Distance,Chlorine Dry basis M-Distance,Potassium Dry basis M-Distance,Magnesium Dry basis M-Distance,Phosphorus Dry basis M-Distance,Sulfur Dry basis M-Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,iwg,301,90575,,,,,93.31,4.85,0.67,46.85,77.41,1.68,4.09,7.11,1.64,1.78,10.11,64.42,62.07,46.45,0.1,0.2,1.76,0.13,0.15,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.87,5,10,2.24,5,10,2.15,5,10,1.9,5,10,2.65,5,10,1.77,5,10,2.77,5,10,3.06,5,10,2.39,5,10,1.4,5,10,2.55,5,10,3.85,5,10,2.5,5,10,7.04,5,10,2.56,5,10,5.67,5,10,2.89,5,10,2.81,5,10,2.18,5,10,1.51,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,302,90576,,,,,93.99,3.26,0.64,47.06,80.33,1.67,3.39,6.7,1.56,0.26,9.91,69.86,67.09,49.06,0.02,0.25,1.32,0.12,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.07,5,10,1.62,5,10,1.5,5,10,1.34,5,10,1.86,5,10,1.22,5,10,2.23,5,10,2.47,5,10,1.84,5,10,0.96,5,10,1.87,5,10,2.05,5,10,1.9,5,10,5.34,5,10,1.94,5,10,3.57,5,10,1.87,5,10,1.43,5,10,1.49,5,10,0.77,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,303,90577,,,,,95.33,3.07,0.66,47.24,84.9,1.72,2.85,7.69,1.27,-0.16,9.04,75.92,73.93,50.87,-0.03,0.47,0.68,0.12,0.1,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,iwg,304,90578,,,,,93.44,5,0.68,44.22,76.69,1.75,4.48,5.77,1.72,2.45,10.2,63.85,60.52,43.25,0.07,0.25,1.37,0.16,0.15,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,iwg,305,90579,,,,,95.13,2.57,0.79,48.91,85.02,1.65,4.1,7.36,1.5,0.03,6.65,75.18,73.08,53.06,0.12,0.61,0.78,0.17,0.09,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,iwg,306,90580,,,,,95.72,3.04,0.85,49.03,87.08,1.75,2.7,8.05,1.5,-1.36,7.15,80.08,79.61,56.31,-0.02,0.64,0.25,0.14,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,iwg,307,90581,,,,,95.44,2.39,0.75,48.41,85.19,1.67,2.39,7.19,1.64,-1.01,8.68,76.27,74.9,50.69,0.07,0.72,0.36,0.16,0.08,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,iwg,308,90582,,,,,98.83,6.96,0.94,48.58,91.48,1.77,4.2,7.01,1.94,2.62,2.58,88.29,87.78,52.66,0.23,1.05,0.07,0.2,0.07,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,101,90583,,,,,94.06,15.48,1.38,50.71,68.31,1.48,6.87,11.09,2.82,9.11,3.02,62.77,63.58,50.59,1.02,0.31,1.86,0.23,0.17,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,104,90584,,,,,93.76,13.57,1.28,51.33,70.54,1.65,4.69,10.95,2.55,7.33,3.58,65.01,65.1,53.61,0.85,0.17,1.69,0.22,0.17,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,106,90585,,,,,92.95,14.64,1.44,51.37,69.38,1.44,6.08,11.05,2.94,8.25,4.53,62.8,63.56,51.74,0.98,-0.07,1.82,0.2,0.17,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,107,90586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,202,90587,,,,,93.48,12.52,1.46,53.43,72.48,1.37,4.67,11.71,2.68,5.69,4.26,67.33,68.2,57.24,0.86,0.03,1.52,0.18,0.15,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,204,90588,,,,,93.66,15.06,1.31,51.41,68.28,1.53,6.64,11.15,2.64,7.88,4.03,61.36,61.14,48.88,0.95,0.3,2.05,0.22,0.18,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,205,90589,,,,,93.04,13.84,1.31,50.16,69.06,1.69,5.08,10.52,2.69,8.18,3.91,63.03,62.61,52.02,0.88,0.22,1.83,0.25,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,207,90590,,,,,92.98,13.87,1.46,51.28,68.41,1.44,5.77,10.91,2.6,8.42,4.48,63.2,64.18,53.95,1.11,0.33,1.22,0.25,0.14,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,301,90591,,,,,92.84,15.19,1.53,49.14,66.92,1.52,6.19,10.05,2.92,9.49,4.07,59.21,59.79,49.61,0.99,0.24,1.75,0.23,0.18,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,304,90592,,,,,92.66,15.49,1.44,46.67,65.74,1.6,6.65,9.18,3.04,10.77,3.89,57.06,56.76,45.6,1,0.35,2.08,0.23,0.2,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,305,90593,,,,,93,15.29,1.52,50.75,66.69,1.38,6.81,11.33,2.86,8.94,3.52,59.51,60.85,50.56,1.12,0.2,1.95,0.22,0.17,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,spring.pregraze,alf,308,90594,,,,,93.32,14.13,1.37,51.68,68.96,1.42,5.85,10.95,2.65,7.87,3.28,63.32,64.02,53.98,0.96,0.25,1.87,0.19,0.16,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
